is_rumor,thread,in_reply_tweet,tweet_id,is_source_tweet,in_reply_user,hashtags_count,retweet_count,favorite_count,mentions_count,user.tweets_count,user.verified,user.followers_count,user.friends_count,sentimentscore,rumor_spreaders_intensity_score
0,1.65974E+18,1.6603E+18,1.66071E+18,0,2354709436,2,0,0,8,10939,0,70,165,0.5,0
0,5.44521E+17,5.44521E+17,5.44521E+17,0,2923558568,0,0,0,2,9303,0,417,182,0,0
0,5.53132E+17,5.53132E+17,5.53285E+17,0,2368811822,0,0,0,1,3344,0,983,1834,0.442857143,0
0,5.00349E+17,5.00349E+17,5.0035E+17,0,69773058,0,0,0,1,229496,0,3355,101,0.5,0
0,1.4953E+19,1.49563E+19,1.49563E+19,0,21931946084,0,9,6,60,406830,0,2070,13710,3.125232515,0
0,5.00302E+17,5.00302E+17,5.00302E+17,0,195271137,0,0,1,1,169200,0,11115,6256,0,0
0,9.9794E+17,9.9794E+17,9.99057E+17,0,131515375,0,0,0,2,11356,0,2179,2289,0,0
0,5.00319E+17,5.00327E+17,5.00328E+17,0,1101746546,0,0,0,2,10878,0,1296,1646,-0.233333333,0
0,2.76394E+18,2.76397E+18,2.764E+18,0,14629752373,0,0,1,16,7435,0,1619,2711,0.883333333,0
0,5.52815E+17,5.52815E+17,5.52817E+17,0,520011678,0,0,0,2,2218,0,34,94,0,0
0,5.53537E+17,5.53537E+17,5.53538E+17,0,6017542,0,0,0,3,59073,0,1311,789,0,0
0,2.21271E+18,2.21272E+18,2.21272E+18,0,7461881951,0,0,0,7,76,0,64,852,-0.1,0
0,5.44283E+17,5.44283E+17,5.44304E+17,0,16834659,0,0,0,2,6250,0,215,485,0,0
0,5.44467E+17,5.44467E+17,5.44467E+17,0,742143,0,0,1,2,23888,0,979,394,0,0
0,5.53224E+17,5.53224E+17,5.53225E+17,0,1263706735,0,0,0,1,412,0,18,280,-0.1,0
0,9.99029E+17,9.99073E+17,9.9911E+17,0,220726230,0,7,5,6,32924,0,3048,4006,0.825,0
0,5.52811E+17,5.52811E+17,5.52816E+17,0,788524,4,1,1,1,1402,0,11,14,0.053333333,0
0,5.44519E+17,5.44519E+17,5.4452E+17,0,1367531,0,0,0,1,646,0,32,347,0,0
0,5.53532E+17,5.53786E+17,5.53786E+17,0,141682204,0,0,0,1,28974,0,1824,184,0,0
0,5.53529E+17,0,5.53529E+17,1,0,0,153,120,0,63969,0,11436,1011,-0.3,0
0,5.00319E+17,5.00319E+17,5.0032E+17,0,15754281,0,0,0,1,175,0,86,241,0,0
0,5.53539E+17,5.53539E+17,5.53552E+17,0,236488883,0,0,0,1,17,0,22,109,0,0
0,5.53195E+17,5.53195E+17,5.53274E+17,0,353796254,0,0,1,2,485,0,17,55,0.9,0
0,4.98513E+17,4.98568E+17,4.98569E+17,0,518671857,0,1,0,2,953,0,63,234,0,0
0,5.53186E+17,5.53186E+17,5.53189E+17,0,17672825,0,0,0,2,11365,0,321,122,-0.2,0
0,1.10602E+18,1.10602E+18,1.10602E+18,0,18051304,0,0,2,2,27901,0,1876,2986,0.5,0
0,1.49911E+18,9.99416E+17,1.49914E+18,0,289524061,4,3,1,6,6762,0,423,315,0.885714286,0
0,5.0036E+17,0,5.0036E+17,1,0,1,172,73,0,334996,0,8104,1269,-0.021212121,0
0,4.99697E+17,4.997E+17,4.99702E+17,0,1202146298,0,2,2,2,4560,0,674,978,0,0
0,5.25036E+17,5.25036E+17,5.25039E+17,0,19636948,1,0,0,1,861,0,85,409,0,0
0,5.24944E+17,5.24944E+17,5.24946E+17,0,164075542,0,0,2,1,1405,0,216,306,0,0
0,4.99666E+17,4.99666E+17,4.99674E+17,0,14606079,0,0,0,1,2818,0,56,636,0.5,0
0,1.63343E+18,1.63344E+18,1.63345E+18,0,785676186,0,0,3,7,4077,0,132,288,-0.257291667,0
0,2.00153E+18,2.00257E+18,2.00292E+18,0,2221421180,1,2,8,14,27576,0,6268,656,0.785714286,0
0,5.53215E+17,0,5.53215E+17,1,0,1,125,292,0,488,1,110038,149,0,0
0,5.00396E+17,5.00396E+17,5.004E+17,0,26898420,1,0,1,1,9886,0,890,593,0,0
0,1.65916E+18,1.65916E+18,1.65918E+18,0,548268430,4,1,3,6,1874,0,30,105,0.1,0
0,5.2507E+17,5.2507E+17,5.25075E+17,0,27931710,1,0,0,1,361,0,22,52,0,0
0,1.05008E+18,1.05009E+18,1.0501E+18,0,1474901100,0,0,0,2,8013,0,1161,1150,-0.294642857,0
0,4.98473E+17,4.98473E+17,4.98489E+17,0,14090948,0,0,0,2,1967,0,26,56,-0.154166667,0
0,5.24954E+17,5.24954E+17,5.25098E+17,0,252794509,0,1,0,2,7376,0,144,105,0.170454545,0
0,5.52838E+17,5.52838E+17,5.52849E+17,0,365939318,0,0,0,3,2609,0,112,175,0,0
0,5.53138E+17,5.53138E+17,5.53154E+17,0,14173315,1,0,0,1,1881,0,48,82,0.05,0
0,5.24967E+17,5.24967E+17,5.24967E+17,0,1374932796,0,0,0,1,2266,0,107,507,0.5,0
0,2.00146E+18,2.00182E+18,2.00183E+18,0,7505400387,0,3,3,8,111334,0,3792,4244,0,0
0,5.24963E+17,0,5.24963E+17,1,0,0,162,368,0,4653,1,91134,28,0.466666667,0
0,4.99692E+17,4.99692E+17,4.99694E+17,0,14090948,1,0,0,1,14213,0,437,194,-0.107142857,0
0,5.00181E+17,5.00181E+17,5.00191E+17,0,225235528,0,0,0,2,518,0,300,735,0.0625,0
0,5.53215E+17,5.53215E+17,5.53221E+17,0,123979525,0,0,0,2,23718,0,1106,918,0.3,0
0,5.52822E+17,0,5.52822E+17,1,0,1,766,306,0,11552,0,30983,830,0.136363636,0
0,1.16066E+18,1.16066E+18,1.16066E+18,0,235133141,0,1,0,2,67144,0,6647,630,0.5,0
0,1.00979E+19,1.0098E+19,1.0098E+19,0,13088686053,0,1,2,37,285204,0,9734,3194,-0.097916667,0
0,5.52846E+17,5.52846E+17,5.52847E+17,0,17995040,0,1,0,1,15864,0,1142,1179,0,0
0,5.52828E+17,5.52828E+17,5.5284E+17,0,786764,0,0,0,2,2584,0,76,140,0,0
0,1.09732E+18,1.09732E+18,1.09819E+18,0,154095925,0,0,2,3,45602,0,2379,1569,0,0
0,5.44435E+17,5.44435E+17,5.44465E+17,0,414573312,0,0,0,2,25567,0,356,78,0,0
0,5.24954E+17,5.24954E+17,5.24957E+17,0,252794509,0,0,1,2,1398,0,78,1196,0.3,0
0,5.80339E+17,5.80339E+17,5.80348E+17,0,759251,0,0,1,1,9042,0,1114,1625,0,0
0,5.53181E+17,5.53181E+17,5.53218E+17,0,80803819,0,0,0,2,6398,0,282,74,0.075,0
0,4.99684E+17,4.99684E+17,4.99935E+17,0,15249499,1,0,0,2,684,0,6,6,0,0
0,1.00085E+18,1.00088E+18,1.00091E+18,0,245288303,0,2,5,5,76768,0,18104,14870,0.35,0
0,5.52834E+17,5.52835E+17,5.52836E+17,0,47108118,0,0,0,2,27624,0,246,257,-0.2,0
0,5.44451E+17,5.44451E+17,5.44451E+17,0,35465596,0,0,0,1,70128,0,17225,15681,-0.75,0
0,1.08869E+18,1.08869E+18,1.08869E+18,0,36177400,3,0,0,2,59396,0,3901,4160,0.1,0
0,5.44504E+17,5.44504E+17,5.44505E+17,0,1367531,0,0,0,1,2481,0,67,156,0.166666667,0
0,5.44522E+17,5.44522E+17,5.44524E+17,0,14173315,0,0,0,2,7288,0,634,699,-0.8,0
0,5.24957E+17,0,5.24957E+17,1,0,1,196,163,2,17198,1,72070,51,0,0
0,2.49635E+18,2.49639E+18,2.49683E+18,0,2187788489,0,0,1,11,15481,0,58707,2833,0.169444444,0
0,5.00279E+17,5.00279E+17,5.00306E+17,0,403932208,0,3,0,5,2067,0,354,898,-0.0625,0
0,4.9956E+17,4.9956E+17,4.99738E+17,0,14090948,0,0,0,1,257,0,355,998,0.35,0
0,5.44325E+17,5.44337E+17,5.44351E+17,0,1949375239,0,1,1,3,6702,0,134,126,0,0
0,5.53563E+17,5.53563E+17,5.53564E+17,0,227837742,0,0,1,1,633,0,25,16,0,0
0,1.65963E+18,1.65963E+18,1.65964E+18,0,3061981860,0,0,1,3,2260,0,475,1714,0.25,0
0,2.21136E+18,2.21136E+18,2.21138E+18,0,2298722229,0,1,2,12,25332,0,566,1048,-0.103125,0
0,5.0007E+17,5.0007E+17,5.00072E+17,0,14090948,0,0,0,2,11850,0,245,343,0.3,0
0,1.10569E+18,1.10569E+18,1.10572E+18,0,905353075,2,3,0,4,3640,0,293,620,0,0
0,5.44396E+17,5.44396E+17,5.44404E+17,0,2097571,0,0,0,1,443,0,694,1453,0,0
0,1.10629E+18,1.10632E+18,1.10633E+18,0,77417228,0,0,0,2,11516,0,3180,1954,0.4375,0
0,4.99694E+17,4.99694E+17,4.99763E+17,0,279390084,0,0,0,1,4663,0,279,297,0.1,0
0,5.00403E+17,5.00403E+17,5.00407E+17,0,41747410,0,0,1,2,29,0,11,149,0.175,0
0,1.10636E+18,1.10636E+18,1.10639E+18,0,1073816978,0,1,1,3,1606,0,84,186,-0.325,0
0,5.24948E+17,5.24948E+17,5.24993E+17,0,39364684,0,1,1,1,17919,0,2213,2395,-0.385714286,0
0,1.66047E+18,1.66049E+18,1.6605E+18,0,2549541568,0,1,4,5,7610,0,2215,3014,-0.391435185,0
0,5.5282E+17,5.5282E+17,5.52821E+17,0,1562935142,0,0,3,2,31574,0,444,853,-0.075,0
0,1.65956E+18,1.66195E+18,1.66197E+18,0,5407054068,0,0,1,8,14423,0,142,264,-0.625,0
0,5.53586E+17,5.53587E+17,5.5359E+17,0,1549679828,0,0,1,1,1933,0,15,22,0.25,0
0,5.52824E+17,5.52824E+17,5.52825E+17,0,134758540,0,1,0,1,28329,0,1279,1988,0,0
0,5.53573E+17,5.53584E+17,5.53585E+17,0,21355321,0,0,0,3,36837,0,1339,1481,0.541666667,0
0,5.44471E+17,5.44471E+17,5.44475E+17,0,18725815,0,0,0,1,1569,0,49,39,0.4,0
0,5.44406E+17,5.44412E+17,5.44449E+17,0,22892737,0,0,1,3,611,0,55,414,0,0
0,5.4439E+17,5.4439E+17,5.44397E+17,0,103065157,0,0,0,1,8658,0,372,570,0.4,0
0,5.52813E+17,5.52813E+17,5.5284E+17,0,18696855,0,0,0,2,2429,0,44,213,0,0
0,1.1064E+18,1.10642E+18,1.10667E+18,0,2864382898,0,0,0,5,4063,0,78,720,0.1,0
0,5.80343E+17,5.80343E+17,5.8035E+17,0,2280470022,0,0,0,1,96,0,3,63,0,0
0,5.44467E+17,5.44467E+17,5.44474E+17,0,18309277,0,0,0,1,472,0,12,50,0,0
0,5.53516E+17,5.5352E+17,5.53591E+17,0,1178236100,0,0,1,3,433,0,30,117,0.625,0
0,5.52806E+17,5.52806E+17,5.52808E+17,0,18725815,0,0,1,1,62429,0,6518,907,0.208333333,0
0,5.00369E+17,5.00372E+17,5.00373E+17,0,537817025,0,0,0,1,8792,0,326,225,-0.079761905,0
0,1.63299E+18,1.63301E+18,1.63302E+18,0,303494280,1,11,4,6,11898,0,16710,33,0,0
0,5.00074E+17,5.00074E+17,5.00096E+17,0,495464885,2,0,0,1,368,0,147,359,0.567857143,0
0,4.99679E+17,4.99679E+17,4.99757E+17,0,53503202,2,0,0,1,7767,0,1530,1557,0,0
0,5.44306E+17,5.44306E+17,5.44307E+17,0,60937837,0,0,0,1,3273,0,98,147,-0.375,0
0,1.08872E+18,1.08872E+18,1.08872E+18,0,2864603148,4,0,1,2,7620,0,306,510,-0.233333333,0
0,5.00277E+17,5.003E+17,5.00791E+17,0,2159303070,0,0,1,3,615,0,38,139,0,0
0,5.53178E+17,5.53178E+17,5.53181E+17,0,807095,0,0,0,1,909,0,22,42,-0.233333333,0
0,5.44468E+17,5.44468E+17,5.45089E+17,0,153029181,0,0,0,2,2519,0,34,51,-0.8,0
0,5.53465E+17,5.53466E+17,5.53471E+17,0,26209222,0,1,3,2,767,0,1491,135,0.5,0
0,5.52847E+17,5.52847E+17,5.52881E+17,0,37303498,0,0,0,2,12979,0,379,640,0,0
0,1.08887E+18,1.08887E+18,1.08888E+18,0,2745943005,0,1,0,2,140612,0,3479,1111,-0.25,0
0,2.87488E+18,2.87488E+18,2.8749E+18,0,5205601387,5,19,2,7,54708,0,53379,11099,0.193181818,0
0,5.80328E+17,5.80328E+17,5.80329E+17,0,12848262,0,0,0,1,402,0,137,288,-0.5,0
0,5.44456E+17,5.44456E+17,5.44458E+17,0,2378713202,1,12,7,1,20023,0,2230,2398,0,0
0,5.24951E+17,5.24951E+17,5.24952E+17,0,201394249,0,0,0,1,285,0,120,519,0,0
0,5.52815E+17,5.52815E+17,5.52834E+17,0,19906615,1,0,0,1,229,0,22,99,0.292857143,0
0,1.09724E+18,1.09733E+18,1.09734E+18,0,298656721,0,1,0,5,52739,0,2134,4003,-0.116666667,0
0,5.53176E+17,5.53176E+17,5.53274E+17,0,16973333,0,0,0,1,10933,0,180,345,0,0
0,1.63337E+18,1.63337E+18,1.63337E+18,0,109274478,0,0,0,3,55206,0,9181,2745,-0.15,0
0,5.44396E+17,5.44396E+17,5.444E+17,0,543202426,0,0,0,1,7091,0,499,538,-0.2,0
0,5.53471E+17,5.53471E+17,5.53472E+17,0,16012783,0,0,0,1,3534,0,325,578,0,0
0,5.24963E+17,0,5.24963E+17,1,0,0,963,2431,0,160,1,411114,19,0.5,0
0,9.96985E+17,9.96985E+17,9.96992E+17,0,28181896,0,0,1,2,328,0,184,484,-0.75,0
0,5.2496E+17,5.2496E+17,5.24967E+17,0,88574375,0,0,3,2,830,0,215,274,0.8,0
0,5.24947E+17,0,5.24947E+17,1,0,0,173,27,0,8377,1,3505,2701,0.133333333,0
0,1.10706E+18,1.1071E+18,1.10714E+18,0,886292256,0,0,1,3,6108,0,300,760,0.7,0
0,4.99689E+17,4.99689E+17,4.99723E+17,0,33092289,2,0,0,1,3532,0,156,623,-0.15,0
0,5.44328E+17,5.44328E+17,5.44328E+17,0,20188930,0,1,2,1,4140,0,211,219,0,0
0,5.44313E+17,5.44314E+17,5.44331E+17,0,15900982,0,0,1,2,2299,0,587,614,0.28125,0
0,5.53227E+17,5.53227E+17,5.53228E+17,0,15438913,0,0,0,1,2704,0,49,181,0.5,0
0,5.5354E+17,5.5354E+17,5.53541E+17,0,15224867,3,0,0,1,2387,0,413,569,0,0
0,1.04488E+18,5.44514E+17,1.04491E+18,1,250603308,3,147,88,1,18748,0,6869,2387,0,0
0,5.44307E+17,5.44315E+17,5.44361E+17,0,938035304,0,0,0,5,40278,0,766,425,0,0
0,5.53229E+17,5.53229E+17,5.5323E+17,0,454099919,0,1,2,1,5541,0,109,50,-0.253333333,0
0,1.49484E+18,1.49485E+18,1.49487E+18,0,51779899,3,8,6,4,25046,0,1020,914,-0.176227679,0
0,5.24946E+17,5.24946E+17,5.24947E+17,0,6433472,0,0,1,1,235,0,19,121,-0.05,0
0,5.44385E+17,5.44385E+17,5.44433E+17,0,17029979,0,0,0,1,193,0,28,108,0.00625,0
0,5.24961E+17,5.24961E+17,5.24993E+17,0,1115146242,0,0,0,1,59,0,65,69,-1,0
0,5.52978E+17,5.53167E+17,5.53169E+17,0,93719349,0,0,0,2,38386,0,2861,1894,1,0
0,5.80886E+17,5.80886E+17,5.80888E+17,0,182251918,0,1,2,2,22856,0,435,1033,-0.419642857,0
0,1.16089E+19,1.16091E+19,1.16092E+19,0,1615372497,0,9,25,70,67124,0,2583,8904,-2.105654762,0
0,4.99541E+17,4.99541E+17,4.99579E+17,0,24138795,2,1,0,1,27427,0,1317,1338,0.3,0
0,1.57512E+18,1.57547E+18,1.57547E+18,0,2212351650,0,4,1,6,11531,0,935,734,-0.1,0
0,5.44435E+17,5.44435E+17,5.44436E+17,0,414573312,0,0,0,1,11337,0,2016,1019,-0.6,0
0,5.2498E+17,0,5.2498E+17,1,0,0,517,451,0,19383,1,485844,376,1,0
0,5.44465E+17,5.44465E+17,5.44466E+17,0,16734909,0,0,0,1,32184,0,2458,2533,0.5,0
0,5.53227E+17,5.53227E+17,5.53232E+17,0,742143,1,0,1,1,344,0,208,323,0,0
0,4.99678E+17,4.99678E+17,4.99843E+17,0,2468828556,2,1,0,1,10631,0,384,759,0,0
0,5.4435E+17,5.4435E+17,5.44355E+17,0,9609632,0,0,0,1,2534,0,147,360,0.191666667,0
0,4.99689E+17,4.99711E+17,4.99712E+17,0,33744454,0,0,0,2,5223,0,192,297,0,0
0,5.80334E+17,5.80334E+17,5.80491E+17,0,1375289149,0,0,0,2,13,0,9,94,0,0
0,5.5282E+17,5.52825E+17,5.52966E+17,0,190343140,1,1,1,3,5146,0,346,1028,0.0875,0
0,5.44427E+17,5.44427E+17,5.44427E+17,0,28987332,0,0,0,1,22374,0,1143,1911,0,0
0,5.53487E+17,5.53487E+17,5.53488E+17,0,16153562,0,1,0,1,259,0,5,24,-0.05,0
0,5.44432E+17,5.44433E+17,5.4445E+17,0,2467959607,0,0,1,3,97614,0,18011,556,0,0
0,1.1062E+18,1.10621E+18,1.10813E+18,0,31767064,0,0,0,6,826,0,108,716,0.105555556,0
0,5.24922E+17,5.24922E+17,5.2494E+17,0,18999969,0,0,0,1,54,0,19,328,0,0
0,5.53582E+17,5.53582E+17,5.53583E+17,0,7587032,0,0,0,1,659,0,64,174,0.266666667,0
0,1.09759E+18,1.09759E+18,1.0976E+18,0,241343614,0,2,0,2,11541,0,359,804,-0.5,0
0,4.9944E+17,4.9944E+17,4.9975E+17,0,17073225,2,0,0,1,31497,0,1172,327,0,0
0,5.53226E+17,5.53226E+17,5.53235E+17,0,196994616,0,0,0,2,901,0,77,159,0,0
0,4.99697E+17,4.99697E+17,4.99697E+17,0,20772763,0,1,1,1,1123,0,147,1256,-0.1,0
0,5.25069E+17,5.25069E+17,5.25069E+17,0,121483664,0,0,0,1,35276,0,1907,1788,0.5,0
0,1.04995E+18,0,1.04995E+18,2,0,0,268,78,0,82566,2,124186,6,0,0
0,1.1057E+18,1.10572E+18,1.10572E+18,0,208577557,0,0,0,6,47846,0,11040,10816,0.88125,0
0,1.6592E+18,1.6592E+18,1.65921E+18,0,111381232,0,0,1,3,3229,0,36,105,0.2,0
0,5.53557E+17,5.53557E+17,5.53557E+17,0,1367531,0,0,1,1,510,0,82,643,0.340625,0
0,5.24992E+17,5.24992E+17,5.25032E+17,0,122261841,0,0,0,1,59,0,8,40,0.316666667,0
0,5.53222E+17,0,5.53222E+17,1,0,1,126,129,0,7928,1,826388,305,0,0
0,5.44298E+17,5.44298E+17,5.44298E+17,0,21477475,0,0,0,1,5296,0,1081,960,-0.75,0
0,4.99666E+17,4.99666E+17,4.99685E+17,0,14606079,0,0,0,1,11207,0,581,1477,0,0
0,5.5359E+17,5.5359E+17,5.5359E+17,0,7702542,0,0,0,1,2353,0,1481,1724,0.8,0
0,5.53485E+17,5.53485E+17,5.53486E+17,0,957528097,0,0,0,1,157585,0,2463,2708,0.4,0
0,5.52829E+17,5.52829E+17,5.52833E+17,0,16671007,0,0,0,1,16051,0,1911,2045,0,0
0,5.53478E+17,5.53478E+17,5.53481E+17,0,238575113,0,0,0,2,4483,0,231,264,-0.4,0
0,1.05013E+18,1.05013E+18,1.05015E+18,0,68621602,0,1,0,2,1678,0,6,6,0,0
0,2.7219E+18,2.72194E+18,2.72217E+18,0,636110555,0,0,2,5,6714,0,430,3390,1.285714286,0
0,5.53136E+17,5.53136E+17,5.53137E+17,0,807095,0,0,0,2,1034,0,36,170,-0.1,0
0,5.24963E+17,5.24963E+17,5.24964E+17,0,1888149452,0,0,1,1,16643,0,1489,749,0,0
0,5.53568E+17,5.53589E+17,5.53589E+17,0,44095661,0,0,0,1,90532,0,9716,7868,0,0
0,5.44333E+17,5.44333E+17,5.44337E+17,0,162304163,0,0,1,4,768,0,459,75,0,0
0,1.6585E+18,1.6585E+18,1.6587E+18,0,443984412,0,0,0,6,3291,0,42,48,-0.046875,0
0,5.80343E+17,5.80343E+17,5.80344E+17,0,64643056,2,0,0,1,25698,0,439,910,0,0
0,5.52827E+17,5.52827E+17,5.52833E+17,0,14138785,0,0,0,1,1384,0,9,51,0,0
0,5.52798E+17,0,5.52798E+17,1,0,0,895,295,0,66493,0,28590,835,-0.15,0
0,5.52807E+17,5.52814E+17,5.52842E+17,0,402995375,0,0,2,5,1681,0,258,186,0,0
0,5.44494E+17,5.44494E+17,5.445E+17,0,1626294277,0,0,0,3,2627,0,39,186,0.2,0
0,1.08885E+18,1.08887E+18,1.08887E+18,0,46203000,0,1,9,3,39451,0,3276,2020,0.166666667,0
0,1.00064E+18,1.00064E+18,1.00066E+18,0,81232262,0,0,0,2,19989,0,288,231,0,0
0,5.24923E+17,5.24923E+17,5.24924E+17,0,150425432,2,0,0,1,31016,0,3943,1314,-0.05,0
0,5.44428E+17,0,5.44428E+17,1,0,0,155,103,0,24755,0,5040,453,0,0
0,4.99362E+17,4.99362E+17,4.99373E+17,0,974735124,0,0,0,3,15429,0,369,513,-0.333333333,0
0,1.05073E+19,1.05074E+19,1.05075E+19,0,25504268892,0,3,5,54,44772,0,1134,10920,0.809821429,0
0,5.4441E+17,5.4441E+17,5.4441E+17,0,71804710,0,0,0,1,5015,0,174,372,0.5,0
0,4.99484E+17,4.99484E+17,4.99507E+17,0,6273552,1,1,1,2,13410,0,426,1181,0,0
0,9.99241E+17,9.99241E+17,9.99259E+17,0,390542274,0,0,0,2,5286,0,666,786,0.008333333,0
0,5.5285E+17,5.5285E+17,5.52852E+17,0,531902156,0,12,5,2,73684,0,8743,4831,0,0
0,5.00287E+17,5.00287E+17,5.00288E+17,0,18631010,0,1,0,1,17027,0,657,582,0.0875,0
0,1.50077E+18,1.50078E+18,1.5008E+18,0,57945568,0,0,0,5,3207,0,81,177,0.5,0
0,5.532E+17,5.532E+17,5.53203E+17,0,532779460,0,0,1,1,26236,0,4049,2982,0.083333333,0
0,4.98256E+17,4.98256E+17,4.98666E+17,0,24340340,0,0,0,1,20227,0,149,88,-0.041666667,0
0,5.2504E+17,5.2504E+17,5.25296E+17,0,1169109691,1,0,1,2,13878,0,152,143,0.361904762,0
0,3.98813E+18,3.98861E+18,3.98866E+18,0,18054912016,0,7,11,22,59776,0,4776,3248,2.225,0
0,5.00395E+17,5.00395E+17,5.00442E+17,0,297602297,0,0,1,3,934,0,775,1628,0,0
0,4.99478E+17,4.99478E+17,4.99621E+17,0,18643437,3,0,0,2,6548,0,361,603,0.1375,0
0,5.52821E+17,5.52821E+17,5.52822E+17,0,1994321,1,1,0,1,759,0,2,68,0,0
0,1.09714E+18,0,1.09714E+18,2,0,4,353,295,0,3688,0,26151,13590,0.4,0
0,5.44306E+17,5.44306E+17,5.44307E+17,0,21744712,0,0,0,1,2356,0,1470,510,0.6,0
0,5.00297E+17,5.00297E+17,5.003E+17,0,282695161,0,2,3,1,1322,0,284,377,0.155555556,0
0,5.52839E+17,5.52839E+17,5.52851E+17,0,56760430,0,0,0,3,329,0,6,67,-0.625,0
0,2.21118E+18,2.21127E+18,2.21128E+18,0,9368653908,0,0,0,5,220576,0,2968,3628,-0.080555556,0
0,5.0043E+17,5.0043E+17,5.01445E+17,0,1594679162,3,21,9,1,28156,0,3727,3602,-0.6,0
0,1.10644E+18,1.10652E+18,1.10662E+18,0,26156432,0,0,0,3,12086,0,2331,3992,0,0
0,4.98283E+17,4.98283E+17,4.98292E+17,0,14090948,1,0,0,1,4709,0,138,256,0,0
0,1.10644E+18,1.10645E+18,1.10649E+18,0,1338803328,0,1,2,6,17960,0,9122,2030,0.125,0
0,1.49874E+18,1.49977E+18,1.49977E+18,0,2611368126,0,0,2,8,11247,0,4191,3786,0.6,0
0,1.16249E+18,1.16249E+18,1.16251E+18,0,1614190,0,0,0,2,40046,0,664,320,0.579166667,0
0,5.52787E+17,5.52789E+17,5.52799E+17,0,1573625546,0,0,0,3,18509,0,396,589,0,0
0,5.24954E+17,5.24954E+17,5.24958E+17,0,56223278,0,0,0,2,303,0,8,41,0.077777778,0
0,5.53175E+17,5.53175E+17,5.53185E+17,0,14606079,1,1,1,2,4805,0,272,257,0,0
0,1.10679E+18,1.10679E+18,1.10679E+18,0,3867602,2,1,0,2,17961,0,3720,746,0.7,0
0,5.44415E+17,5.44415E+17,5.44425E+17,0,15638836,0,0,0,1,165,0,8,102,-0.225,0
0,1.00073E+18,5.00369E+17,1.00073E+18,1,17068737,1,940,338,4,43543,2,45068,12577,0,0
0,1.10559E+18,1.10568E+18,1.10574E+18,0,3551434208,0,3,2,5,22344,0,1392,1014,0.5,0
0,5.44458E+17,5.4446E+17,5.44469E+17,0,19898890,0,0,0,2,19239,0,670,684,0,0
0,5.44513E+17,5.44513E+17,5.44513E+17,0,102401151,0,0,0,1,5625,0,1442,1164,0,0
0,9.99035E+17,9.9907E+17,9.99073E+17,0,28907680,0,0,1,5,8272,0,364,330,0.083333333,0
0,5.44373E+17,5.44373E+17,5.44375E+17,0,330378192,0,2,1,2,439,0,29,66,0.2,0
0,1.65109E+18,0,1.65109E+18,3,0,1,1389,856,0,21213,3,528950,3751,-0.78,0
0,1.65905E+18,1.65906E+18,1.65908E+18,0,3181019692,0,1,3,8,24382,0,1297,2837,0.003253968,0
0,5.52826E+17,5.52826E+17,5.52838E+17,0,61451642,0,1,1,2,296,0,22,59,0,0
0,1.0889E+18,1.0889E+18,1.0889E+18,0,70931192,0,0,0,2,28036,0,2814,2496,-0.75,0
0,5.44494E+17,5.44494E+17,5.44495E+17,0,1626294277,0,0,0,1,12200,0,344,283,0.1,0
0,4.99697E+17,4.997E+17,4.99702E+17,0,979457803,2,5,4,3,5433,0,441,496,0,0
0,5.53164E+17,5.53164E+17,5.53164E+17,0,3108351,0,0,0,1,689,0,326,1107,-0.65,0
0,5.52807E+17,5.52807E+17,5.52911E+17,0,106431823,0,0,0,2,571,0,9,54,0,0
0,5.44513E+17,5.44513E+17,5.44521E+17,0,43182702,1,0,0,2,5939,0,1003,1180,0,0
0,5.44317E+17,5.44324E+17,5.44325E+17,0,35051304,0,1,1,3,6061,0,566,669,-0.225,0
0,2.21355E+18,2.21356E+18,2.21358E+18,0,76836929,5,0,0,7,33785,0,5304,7699,-0.2,0
0,5.52821E+17,5.52821E+17,5.5284E+17,0,24157295,0,0,0,1,3293,0,144,342,0.8,0
0,5.44465E+17,5.44465E+17,5.44465E+17,0,174958289,0,0,0,1,5578,0,527,594,0,0
0,5.44463E+17,5.44463E+17,5.44508E+17,0,258703448,0,1,2,2,12038,0,814,1238,0.285714286,0
0,5.53112E+17,5.53112E+17,5.53118E+17,0,16973333,1,1,0,1,507,0,89,288,0.05,0
0,5.52786E+17,5.52786E+17,5.5279E+17,0,144301368,0,1,0,1,190311,0,2407,1934,0.216666667,0
0,4.98278E+17,4.98278E+17,4.98592E+17,0,351934556,0,0,0,1,18308,0,745,913,0,0
0,5.52823E+17,5.52823E+17,5.52828E+17,0,2813388098,0,0,0,2,6947,0,257,475,0,0
0,5.00319E+17,5.00319E+17,5.00325E+17,0,15754281,0,0,0,1,3032,0,400,2008,0.5,0
0,5.44328E+17,5.44329E+17,5.44329E+17,0,606247071,0,0,0,3,6034,0,172,180,-1,0
0,5.0033E+17,5.0033E+17,5.00332E+17,0,24795163,0,0,1,1,234,0,13,40,0.125,0
0,9.9769E+17,9.9769E+17,9.98139E+17,0,96806790,2,0,0,2,14818,0,161,172,0.061111111,0
0,1.04474E+18,1.04474E+18,1.04477E+18,0,2816513730,0,0,0,5,26841,0,3657,4168,-0.8,0
0,5.52829E+17,5.52829E+17,5.52831E+17,0,16671007,0,0,0,2,10258,0,368,1050,0,0
0,1.4991E+18,1.49913E+18,1.49913E+18,0,3696250592,0,0,1,6,373814,0,6918,1502,-0.1875,0
